osm_id,composite_risk,priority,other_feature_recommendation
686558017,0.21794765538655436,False,Intervene due to high lanes
206474849,0.2036990633506739,False,Intervene due to high lanes
4990014,0.2250623950768591,False,Intervene due to high lanes
1017404592,0.20417704001987683,False,Intervene due to high lanes
94507662,0.3091012157822725,False,Intervene due to high lanes
32834724,0.22642660578091311,False,Intervene due to high lanes
762983076,0.3254212483566336,False,Intervene due to high lanes
88521252,0.2994700137507848,False,Intervene due to high lanes
133117359,0.20386802704972268,False,Intervene due to high lanes
165193727,0.20702279593958187,False,Intervene due to high lanes
28817564,0.7029067162190783,True,Intervene due to high lanes
337410401,0.21050064147622158,False,Intervene due to high lanes
170314091,0.21118581190642285,False,Intervene due to high lanes
550428767,0.21178510157960265,False,Intervene due to high lanes
229319847,0.22988327012075982,False,Intervene due to high lanes
23004631,0.24706743580313226,False,Intervene due to high lanes
564504389,0.2287812475291015,False,Intervene due to high lanes
91661834,0.32772122894783107,False,Intervene due to high lanes
239063465,0.2202156247262505,False,Intervene due to high lanes
530040094,0.24839673141230587,False,Intervene due to high lanes
247340762,0.2909235174843655,False,Intervene due to high lanes
46872232,0.21827766271132562,False,Intervene due to high lanes
124006450,0.21566626022628288,False,Intervene due to high lanes
1353194532,0.21627866170899632,False,Intervene due to high lanes
28260672,0.2502951632503355,False,Intervene due to high lanes
530281038,0.20723572696305229,False,Intervene due to high lanes
32687155,0.24926768146425204,False,Intervene due to high lanes
836159854,0.26034198162554817,False,Intervene due to high lanes
334814826,0.2111620305951899,False,Intervene due to high lanes
55269214,0.21830417948401193,False,Intervene due to high lanes
29336099,0.7617019033590671,True,Intervene due to high lanes
153136133,0.2658795303720698,False,Intervene due to high lanes
31009925,0.24340064254563215,False,Intervene due to high lanes
23172010,0.3484663329975175,False,Intervene due to high lanes
166490681,0.25383548219260943,False,Intervene due to high lanes
24636322,0.2739997647613417,False,Intervene due to high lanes
630175329,0.23966970328365447,False,Intervene due to high lanes
171980879,0.21919731555156585,False,Intervene due to high lanes
25612872,0.21729366056005417,False,Intervene due to high lanes
248442790,0.2152095757853786,False,Intervene due to high lanes
4794436,0.2661124279218366,False,Intervene due to high lanes
80731825,0.26141678708287663,False,Intervene due to high lanes
157554424,0.2027431064993613,False,Intervene due to high lanes
37334825,0.22568816510003306,False,Intervene due to high lanes
4960406,0.706257386434024,True,Intervene due to high lanes
45652152,0.3015739449346898,False,Intervene due to high lanes
28316152,0.22719069084266572,False,Intervene due to high lanes
207272564,0.2611397544494877,False,Intervene due to high lanes
245824782,0.2572430236261657,False,Intervene due to high lanes
25800032,0.22085150845348808,False,Intervene due to high lanes
151324871,0.20285715104407742,False,Intervene due to high lanes
485773059,0.2438736632196537,False,Intervene due to high lanes
4896142,0.47643776988914016,False,Intervene due to high lanes
674668140,0.6493731034137914,True,Intervene due to high lanes
1123799169,0.22073870827530523,False,Intervene due to high lanes
49040124,0.2827331551652382,False,Intervene due to high lanes
18329100,0.7236744701918288,True,Intervene due to high lanes
23519796,0.23529335064698956,False,Intervene due to high lanes
194245163,0.2208783586700738,False,Intervene due to high lanes
27905622,0.29724645568124053,False,Intervene due to high lanes
59471366,0.9166388754742484,True,Intervene due to high mean_curvature
887866211,0.25378137749370905,False,Intervene due to high lanes
251446498,0.24246006050454907,False,Intervene due to high lanes
29339571,0.2960587432937102,False,Intervene due to high lanes
1061169996,0.23845754474874215,False,Intervene due to high lanes
4270604,0.21890917700234705,False,Intervene due to high lanes
620642399,0.28001844984602436,False,Intervene due to high lanes
24375212,0.22938391756487853,False,Intervene due to high lanes
10587290,0.8229085842642778,True,Intervene due to high lanes
160452789,0.21479021513454913,False,Intervene due to high lanes
104660762,0.23153308144384546,False,Intervene due to high lanes
1190057624,0.32039728040704196,False,Intervene due to high lanes
23961512,0.7536784627904733,True,Intervene due to high mean_curvature
98461318,0.21715477776276826,False,Intervene due to high lanes
53144589,0.2371926247997472,False,Intervene due to high lanes
99453423,0.3256212865392319,False,Intervene due to high lanes
13845345,0.20767843405796316,False,Intervene due to high lanes
127522020,0.2331295570638685,False,Intervene due to high lanes
95484714,0.7442592459889439,True,Intervene due to high lanes
105702256,0.2923609960842455,False,Intervene due to high lanes
149848410,0.05851914745119664,False,Intervene due to high mean_curvature
144905294,0.2166051243774054,False,Intervene due to high lanes
23213762,0.706865542149363,True,Intervene due to high lanes
106212239,0.2638061113070415,False,Intervene due to high lanes
127134136,0.27253361381232194,False,Intervene due to high lanes
368461882,0.6913219670986445,True,Intervene due to high lanes
680843931,0.31352517953539916,False,Intervene due to high lanes
104373669,0.23121051875596393,False,Intervene due to high lanes
23961567,0.6320504138865022,True,Intervene due to high lanes
27906261,0.6794460420240817,True,Intervene due to high lanes
116426162,0.26012985526454835,False,Intervene due to high lanes
132397229,0.029467652673585476,False,Intervene due to high segment_width
56197677,0.22166544803885044,False,Intervene due to high lanes
166219968,0.22086016674181141,False,Intervene due to high lanes
246729116,0.2235840956801853,False,Intervene due to high lanes
4970426,0.2774993592512565,False,Intervene due to high lanes
90967351,0.5826564482700048,False,Intervene due to high segment_width
593153959,0.2779383201518474,False,Intervene due to high lanes
108110343,0.2506758730418049,False,Intervene due to high lanes
106768827,0.6842717910622446,True,Intervene due to high lanes
142871867,0.25506338270419826,False,Intervene due to high lanes
153751844,0.22789977491199187,False,Intervene due to high lanes
348821523,0.29123864469498983,False,Intervene due to high lanes
106393064,0.20677578186028836,False,Intervene due to high lanes
23087112,0.25269271035733903,False,Intervene due to high lanes
912288621,0.23545662681109558,False,Intervene due to high lanes
46990641,0.421615562658524,False,Intervene due to high lanes
124826624,0.1119930457696277,False,Intervene due to high segment_width
166189567,0.2426955607508179,False,Intervene due to high lanes
246788025,0.2740869670802674,False,Intervene due to high lanes
79143071,0.231854564026102,False,Intervene due to high lanes
51125781,0.2892684713715703,False,Intervene due to high lanes
28741520,0.37155097779422747,False,Intervene due to high lanes
88617173,0.6444164411717644,True,Intervene due to high lanes
1154967595,0.6474833694540686,True,Intervene due to high lanes
28812119,0.23449989195970633,False,Intervene due to high lanes
24204934,0.29703041821185827,False,Intervene due to high lanes
243498720,0.27668073110214486,False,Intervene due to high lanes
389124437,0.21532303648629678,False,Intervene due to high lanes
114943205,0.2267122715781362,False,Intervene due to high lanes
108706525,0.367412068894174,False,Intervene due to high lanes
46715617,0.2231773986878692,False,Intervene due to high lanes
56872246,0.34821729329193407,False,Intervene due to high lanes
907198460,0.2592794825146161,False,Intervene due to high lanes
4813922,0.38408486302493383,False,Intervene due to high lanes
859189065,0.2706381574922625,False,Intervene due to high lanes
222917340,0.22055818717822792,False,Intervene due to high lanes
190596438,0.7296355187466739,True,Intervene due to high mean_curvature
6059794,0.394391453335061,False,Intervene due to high lanes
23961412,0.2106927265992616,False,Intervene due to high lanes
28933168,0.10643040927600411,False,Intervene due to high segment_width
903548620,0.21876071131318803,False,Intervene due to high lanes
99210252,0.2291638769694273,False,Intervene due to high lanes
23961659,0.2478538848356695,False,Intervene due to high lanes
2679609,0.653981372325414,True,Intervene due to high lanes
31303886,0.22844001847395257,False,Intervene due to high lanes
42759920,0.24435452714415148,False,Intervene due to high lanes
4277150,0.30881778225217543,False,Intervene due to high lanes
23949677,0.2796543005712672,False,Intervene due to high lanes
47094136,0.3031195696199124,False,Intervene due to high lanes
203433923,0.2175521536223596,False,Intervene due to high lanes
30077625,0.2866314007641505,False,Intervene due to high lanes
54927938,0.24028989280024965,False,Intervene due to high lanes
866621022,0.2202542682281856,False,Intervene due to high lanes
586653093,0.22183778365545426,False,Intervene due to high lanes
207272563,0.29277425386347494,False,Intervene due to high lanes
324469119,0.20748364296441907,False,Intervene due to high lanes
83005204,0.2861354242839907,False,Intervene due to high lanes
47414598,0.8380200291323681,True,Intervene due to high lanes
159664741,0.2897954492061145,False,Intervene due to high lanes
83020113,0.3474662819688945,False,Intervene due to high lanes
342896064,0.23977020098601892,False,Intervene due to high lanes
4948651,0.24227128586440938,False,Intervene due to high lanes
622275194,0.35801744038536026,False,Intervene due to high lanes
169542555,0.2751366597747552,False,Intervene due to high lanes
791215986,0.7519245097906709,True,Intervene due to high lanes
23213934,0.369092596749549,False,Intervene due to high lanes
